date,Afluente_SN,a,b,Temp_C,Qobs_m3s,P_mm,PET_mm
2004/06/23,0,,,18.46,0.975,0.000,3.252
2004/06/24,0,,,18.46,0.955,0.000,3.252
2004/06/25,0,,,18.46,0.936,0.000,3.252
2004/06/26,0,,,18.46,0.921,1.778,3.252
2004/06/27,1.778,,,18.46,0.910,4.318,3.252
2004/06/28,4.318,,,18.46,0.892,0.000,3.252
2004/06/29,0,,,18.46,0.874,0.000,3.252
2004/06/30,0,,,18.46,0.857,0.250,3.252
2004/07/1,0.25,,,18.46,0.853,9.140,3.252
2004/07/2,9.14,,,18.46,0.872,17.520,3.252
2004/07/3,17.52,,,18.46,1.785,23.110,3.252
2004/07/4,23.11,,,18.46,0.903,0.500,3.252
2004/07/5,0.5,,,18.46,0.885,0.000,3.252
2004/07/6,0,,,18.46,7.013,37.840,3.252
2004/07/7,37.84,,,18.46,2.843,11.680,3.252
2004/07/8,11.68,,,18.46,0.974,1.770,3.252
2004/07/9,1.77,,,18.46,3.330,13.200,3.252
2004/07/10,13.2,,,18.46,0.998,0.000,3.252
2004/07/11,0,,,18.46,1.001,2.790,3.252
2004/07/12,2.79,,,18.46,4.030,16.000,3.252
2004/07/13,16,,,18.46,1.035,1.270,3.252
2004/07/14,1.27,,,18.46,1.047,4.060,3.252
2004/07/15,4.06,,,18.46,1.071,5.840,3.252
2004/07/16,5.84,,,18.46,1.075,3.300,3.252
2004/07/17,3.3,,,18.46,1.053,0.000,3.252
2004/07/18,0,,,18.46,7.795,29.210,3.252
2004/07/19,29.21,,,18.46,1.094,2.210,3.252
2004/07/20,2.21,,,18.46,10.452,29.540,3.252
2004/07/21,29.54,,,18.46,8.892,21.840,3.252
2004/07/22,21.84,,,18.46,1.157,0.250,3.252
2004/07/23,0.25,,,18.46,2.056,8.380,3.252
2004/07/24,8.38,,,18.46,1.175,0.000,3.252
2004/07/25,0,,,18.46,1.178,3.040,3.252
2004/07/26,3.04,,,18.46,1.155,0.000,3.252
2004/07/27,0,,,18.46,1.181,6.350,3.252
2004/07/28,6.35,,,18.46,1.181,3.040,3.252
2004/07/29,3.04,,,18.46,1.160,0.250,3.252
2004/07/30,0.25,,,18.46,1.143,1.010,3.252
2004/07/31,1.01,,,18.46,1.121,0.000,3.252
2004/08/1,0,,,18.46,1.098,0.000,3.252
2004/08/2,0,,,18.46,1.076,0.000,3.252
2004/08/3,0,,,18.46,1.056,0.254,3.252
2004/08/4,0.254,,,18.46,1.035,0.000,3.252
2004/08/5,0,,,18.46,1.047,7.366,3.252
2004/08/6,7.366,,,18.46,1.026,0.000,3.252
2004/08/7,0,,,18.46,1.005,0.000,3.252
2004/08/8,0,,,18.46,0.985,0.000,3.252
2004/08/9,0,,,18.46,0.966,0.000,3.252
2004/08/10,0,,,18.46,0.946,0.000,3.252
2004/08/11,0,,,18.46,0.927,0.000,3.252
2004/08/12,0,,,18.46,0.909,0.000,3.252
2004/08/13,0,,,18.46,0.891,0.000,3.252
2004/08/14,0,,,18.46,0.873,0.000,3.252
2004/08/15,0,,,18.46,0.855,0.000,3.252
2004/08/16,0,,,18.46,0.839,0.413,3.252
2004/08/17,0.413,,,18.46,0.862,21.680,3.252
2004/08/18,21.68,,,18.46,0.863,4.804,3.252
2004/08/19,4.804,,,18.46,1.732,20.590,3.252
2004/08/20,20.59,,,18.46,1.764,13.970,3.252
2004/08/21,13.97,,,18.46,0.937,0.000,3.252
2004/08/22,0,,,18.46,0.919,0.000,3.252
2004/08/23,0,,,18.46,0.900,0.000,3.252
2004/08/24,0,,,18.46,0.896,2.540,3.252
2004/08/25,2.54,,,18.46,0.896,3.556,3.252
2004/08/26,3.556,,,18.46,0.915,7.366,3.252
2004/08/27,7.366,,,18.46,0.922,4.572,3.252
2004/08/28,4.572,,,18.46,0.939,6.604,3.252
2004/08/29,6.604,,,18.46,0.935,2.676,3.252
2004/08/30,2.676,,,18.46,0.977,11.290,3.252
2004/08/31,11.29,,,18.46,0.970,2.032,3.252
2004/09/1,2.032,,,18.46,0.951,0.000,3.252
2004/09/2,0,,,18.46,0.933,0.254,3.252
2004/09/3,0.254,,,18.46,4.332,26.310,3.252
2004/09/4,26.31,,,18.46,1.670,10.510,3.252
2004/09/5,10.51,,,18.46,1.005,0.254,3.252
2004/09/6,0.254,,,18.46,1.014,4.064,3.252
2004/09/7,4.064,,,18.46,1.010,2.286,3.252
2004/09/8,2.286,,,18.46,1.029,5.842,3.252
2004/09/9,5.842,,,18.46,1.057,7.366,3.252
2004/09/10,7.366,,,18.46,1.100,9.398,3.252
2004/09/11,9.398,,,18.46,1.082,0.508,3.252
2004/09/12,0.508,,,18.46,1.079,2.794,3.252
2004/09/13,2.794,,,18.46,1.106,7.620,3.252
2004/09/14,7.62,,,18.46,9.104,33.780,3.252
2004/09/15,33.78,,,18.46,1.180,5.842,3.252
2004/09/16,5.842,,,18.46,1.184,3.048,3.252
2004/09/17,3.048,,,18.46,1.169,1.016,3.252
2004/09/18,1.016,,,18.46,1.149,0.508,3.252
2004/09/19,0.508,,,18.46,3.423,14.470,3.252
2004/09/20,14.47,,,18.46,14.277,39.870,3.252
2004/09/21,39.87,,,18.46,1.207,0.000,3.252
2004/09/22,0,,,18.46,6.129,16.250,3.252
2004/09/23,16.25,,,18.46,6.149,16.000,3.252
2004/09/24,16,,,18.46,1.294,3.302,3.252
2004/09/25,3.302,,,18.46,1.317,5.080,3.252
2004/09/26,5.08,,,18.46,5.314,15.490,3.252
2004/09/27,15.49,,,18.46,9.577,23.870,3.252
2004/09/28,23.87,,,18.46,1.407,4.064,3.252
2004/09/29,4.064,,,18.46,4.034,11.930,3.252
2004/09/30,11.93,,,18.46,1.419,0.508,3.252
2004/10/1,0.508,,,18.46,1.390,0.000,3.252
2004/10/2,0,,,18.46,1.367,0.508,3.252
2004/10/3,0.508,,,18.46,4.808,16.760,3.252
2004/10/4,16.76,,,18.46,1.380,0.508,3.252
2004/10/5,0.508,,,18.46,1.361,1.016,3.252
2004/10/6,1.016,,,18.46,1.338,0.508,3.252
2004/10/7,0.508,,,18.46,1.311,0.000,3.252
2004/10/8,0,,,18.46,1.382,9.906,3.252
2004/10/9,9.906,,,18.46,1.325,0.508,3.252
2004/10/10,0.508,,,18.46,6.838,26.770,3.252
2004/10/11,26.77,,,18.46,1.340,0.401,3.252
2004/10/12,0.401,,,18.46,1.330,2.170,3.252
2004/10/13,2.17,,,18.46,1.329,3.418,3.252
2004/10/14,3.418,,,18.46,1.303,0.000,3.252
2004/10/15,0,,,18.46,1.287,1.524,3.252
2004/10/16,1.524,,,18.46,8.070,31.130,3.252
2004/10/17,31.13,,,18.46,14.147,35.920,3.252
2004/10/18,35.92,,,18.46,1.382,4.306,3.252
2004/10/19,4.306,,,18.46,15.715,34.540,3.252
2004/10/20,34.54,,,18.46,1.430,3.556,3.252
2004/10/21,3.556,,,18.46,1.404,0.254,3.252
2004/10/22,0.254,,,18.46,1.388,1.270,3.252
2004/10/23,1.27,,,18.46,1.403,4.602,3.252
2004/10/24,4.602,,,18.46,4.048,13.170,3.252
2004/10/25,13.17,,,18.46,6.052,17.150,3.252
2004/10/26,17.15,,,18.46,4.758,13.570,3.252
2004/10/27,13.57,,,18.46,20.724,46.480,3.252
2004/10/28,46.48,,,18.46,8.977,18.280,3.252
2004/10/29,18.28,,,18.46,22.879,43.430,3.252
2004/10/30,43.43,,,18.46,15.361,28.700,3.252
2004/10/31,28.7,,,18.46,1.627,1.524,3.252
2004/11/1,1.524,,,18.46,3.137,8.636,3.252
2004/11/2,8.636,,,18.46,7.902,18.030,3.252
2004/11/3,18.03,,,18.46,1.675,1.778,3.252
2004/11/4,1.778,,,18.46,1.677,3.556,3.252
2004/11/5,3.556,,,18.46,1.660,1.778,3.252
2004/11/6,1.778,,,18.46,6.267,17.590,3.252
2004/11/7,17.59,,,18.46,6.104,16.180,3.252
2004/11/8,16.18,,,18.46,9.361,22.350,3.252
2004/11/9,22.35,,,18.46,1.722,0.508,3.252
2004/11/10,0.508,,,18.46,1.719,3.302,3.252
2004/11/11,3.302,,,18.46,2.000,7.620,3.252
2004/11/12,7.62,,,18.46,1.723,1.016,3.252
2004/11/13,1.016,,,18.46,1.729,4.830,3.252
2004/11/14,4.83,,,18.46,1.701,0.758,3.252
2004/11/15,0.758,,,18.46,1.671,0.508,3.252
2004/11/16,0.508,,,18.46,1.650,1.778,3.252
2004/11/17,1.778,,,18.46,3.780,15.740,3.252
2004/11/18,15.74,,,18.46,11.987,35.280,3.252
2004/11/19,35.28,,,18.46,4.273,11.450,3.252
2004/11/20,11.45,,,18.46,1.707,0.000,3.252
2004/11/21,0,,,18.46,1.673,0.000,3.252
2004/11/22,0,,,18.46,1.640,0.000,3.252
2004/11/23,0,,,18.46,7.650,22.930,3.252
2004/11/24,22.93,,,18.46,2.192,8.054,3.252
2004/11/25,8.054,,,18.46,3.229,10.410,3.252
2004/11/26,10.41,,,18.46,1.700,0.254,3.252
2004/11/27,0.254,,,18.46,1.677,1.270,3.252
2004/11/28,1.27,,,18.46,1.644,0.000,3.252
2004/11/29,0,,,18.46,1.673,8.382,3.252
2004/11/30,8.382,,,18.46,1.641,0.254,3.252
2004/12/1,0.254,,,18.46,3.368,13.970,3.252
2004/12/2,13.97,,,18.46,1.641,0.254,3.252
2004/12/3,0.254,,,18.46,1.608,0.000,3.252
2004/12/4,0,,,18.46,1.578,0.254,3.252
2004/12/5,0.254,,,18.46,1.548,0.254,3.252
2004/12/6,0.254,,,18.46,1.517,0.000,3.252
2004/12/7,0,,,18.46,1.488,0.254,3.252
2004/12/8,0.254,,,18.46,1.499,8.128,3.252
2004/12/9,8.128,,,18.46,1.781,12.950,3.252
2004/12/10,12.95,,,18.46,1.524,3.556,3.252
2004/12/11,3.556,,,18.46,1.512,3.048,3.252
2004/12/12,3.048,,,18.46,1.482,0.000,3.252
2004/12/13,0,,,18.46,1.454,0.254,3.252
2004/12/14,0.254,,,18.46,1.539,12.950,3.252
2004/12/15,12.95,,,18.46,1.470,1.778,3.252
2004/12/16,1.778,,,18.46,1.440,0.000,3.252
2004/12/17,0,,,18.46,1.412,0.000,3.252
2004/12/18,0,,,18.46,1.383,0.000,3.252
2004/12/19,0,,,18.46,1.360,1.016,3.252
2004/12/20,1.016,,,18.46,1.333,0.000,3.252
2004/12/21,0,,,18.46,1.306,0.000,3.252
2004/12/22,0,,,18.46,1.280,0.000,3.252
2004/12/23,0,,,18.46,1.255,0.000,3.252
2004/12/24,0,,,18.46,1.282,17.520,3.252
2004/12/25,17.52,,,18.46,1.256,0.000,3.252
2004/12/26,0,,,18.46,1.231,0.000,3.252
2004/12/27,0,,,18.46,1.206,0.000,3.252
2004/12/28,0,,,18.46,1.186,1.016,3.252
2004/12/29,1.016,,,18.46,1.162,0.000,3.252
2004/12/30,0,,,18.46,1.139,0.000,3.252
2004/12/31,0,,,18.46,1.116,0.000,3.252
2005/01/1,0,,,18.46,1.094,0.000,3.252
2005/01/2,0,,,18.46,1.072,0.000,3.252
2005/01/3,0,,,18.46,1.053,1.270,3.252
2005/01/4,1.27,,,18.46,1.041,4.318,3.252
2005/01/5,4.318,,,18.46,1.027,3.302,3.252
2005/01/6,3.302,,,18.46,1.007,0.000,3.252
2005/01/7,0,,,18.46,0.987,0.000,3.252
2005/01/8,0,,,18.46,0.969,1.016,3.252
2005/01/9,1.016,,,18.46,0.950,0.508,3.252
2005/01/10,0.508,,,18.46,0.951,11.930,3.252
2005/01/11,11.93,,,18.46,0.940,3.048,3.252
2005/01/12,3.048,,,18.46,0.921,0.000,3.252
2005/01/13,0,,,18.46,0.906,1.524,3.252
2005/01/14,1.524,,,18.46,0.921,14.720,3.252
2005/01/15,14.72,,,18.46,0.932,8.392,3.252
2005/01/16,8.392,,,18.46,0.942,7.366,3.252
2005/01/17,7.366,,,18.46,0.938,3.302,3.252
2005/01/18,3.302,,,18.46,0.919,0.000,3.252
2005/01/19,0,,,18.46,0.951,12.700,3.252
2005/01/20,12.7,,,18.46,0.941,1.778,3.252
2005/01/21,1.778,,,18.46,0.922,0.000,3.252
2005/01/22,0,,,18.46,0.904,0.000,3.252
2005/01/23,0,,,18.46,0.886,0.000,3.252
2005/01/24,0,,,18.46,0.868,0.000,3.252
2005/01/25,0,,,18.46,0.851,0.000,3.252
2005/01/26,0,,,18.46,0.834,0.000,3.252
2005/01/27,0,,,18.46,0.817,0.000,3.252
2005/01/28,0,,,18.46,0.815,5.588,3.252
2005/01/29,5.588,,,18.46,0.799,0.000,3.252
2005/01/30,0,,,18.46,0.783,0.000,3.252
2005/01/31,0,,,18.46,0.770,1.270,3.252
2005/02/1,1.27,,,18.46,0.755,0.000,3.252
2005/02/2,0,,,18.46,0.741,0.508,3.252
2005/02/3,0.508,,,18.46,0.726,0.000,3.252
2005/02/4,0,,,18.46,0.712,0.000,3.252
2005/02/5,0,,,18.46,0.697,0.000,3.252
2005/02/6,0,,,18.46,0.683,0.000,3.252
2005/02/7,0,,,18.46,0.670,0.000,3.252
2005/02/8,0,,,18.46,0.656,0.000,3.252
2005/02/9,0,,,18.46,0.643,0.254,3.252
2005/02/10,0.254,,,18.46,0.636,5.842,3.252
2005/02/11,5.842,,,18.46,0.624,0.254,3.252
2005/02/12,0.254,,,18.46,0.612,0.254,3.252
2005/02/13,0.254,,,18.46,0.599,0.000,3.252
2005/02/14,0,,,18.46,0.587,0.000,3.252
2005/02/15,0,,,18.46,0.579,4.572,3.252
2005/02/16,4.572,,,18.46,0.569,1.524,3.252
2005/02/17,1.524,,,18.46,0.561,3.048,3.252
2005/02/18,3.048,,,18.46,0.560,9.398,3.252
2005/02/19,9.398,,,18.46,0.549,0.000,3.252
2005/02/20,0,,,18.46,0.552,9.398,3.252
2005/02/21,9.398,,,18.46,0.542,0.762,3.252
2005/02/22,0.762,,,18.46,0.531,0.000,3.252
2005/02/23,0,,,18.46,0.521,0.000,3.252
2005/02/24,0,,,18.46,0.510,0.000,3.252
2005/02/25,0,,,18.46,0.500,0.000,3.252
2005/02/26,0,,,18.46,0.490,0.000,3.252
2005/02/27,0,,,18.46,0.480,0.000,3.252
2005/02/28,0,,,18.46,0.471,0.000,3.252
2005/03/1,0,,,18.46,0.461,0.000,3.252
2005/03/2,0,,,18.46,0.461,9.906,3.252
2005/03/3,9.906,,,18.46,0.455,2.285,3.252
2005/03/4,2.285,,,18.46,0.446,0.000,3.252
2005/03/5,0,,,18.46,0.437,0.000,3.252
2005/03/6,0,,,18.46,0.428,0.000,3.252
2005/03/7,0,,,18.46,0.431,11.430,3.252
2005/03/8,11.43,,,18.46,0.439,9.144,3.252
2005/03/9,9.144,,,18.46,0.432,0.508,3.252
2005/03/10,0.508,,,18.46,0.432,3.810,3.252
2005/03/11,3.81,,,18.46,0.423,0.000,3.252
2005/03/12,0,,,18.46,0.414,0.000,3.252
2005/03/13,0,,,18.46,0.406,0.000,3.252
2005/03/14,0,,,18.46,0.398,0.000,3.252
2005/03/15,0,,,18.46,0.415,15.610,3.252
2005/03/16,15.61,,,18.46,0.424,6.227,3.252
2005/03/17,6.227,,,18.46,2.867,35.560,3.252
2005/03/18,35.56,,,18.46,2.836,15.840,3.252
2005/03/19,15.84,,,18.46,20.955,58.660,3.252
2005/03/20,58.66,,,18.46,0.613,2.956,3.252
2005/03/21,2.956,,,18.46,0.600,0.000,3.252
2005/03/22,0,,,18.46,0.588,0.000,3.252
2005/03/23,0,,,18.46,2.060,9.398,3.252
2005/03/24,9.398,,,18.46,0.628,0.000,3.252
2005/03/25,0,,,18.46,0.625,1.016,3.252
2005/03/26,1.016,,,18.46,0.632,2.286,3.252
2005/03/27,2.286,,,18.46,0.623,0.508,3.252
2005/03/28,0.508,,,18.46,0.614,0.508,3.252
2005/03/29,0.508,,,18.46,0.606,0.508,3.252
2005/03/30,0.508,,,18.46,0.595,0.254,3.252
2005/03/31,0.254,,,18.46,5.084,25.140,3.252
2005/04/1,25.14,,,18.46,9.233,29.150,3.252
2005/04/2,29.15,,,18.46,0.723,3.861,3.252
2005/04/3,3.861,,,18.46,0.713,0.508,3.252
2005/04/4,0.508,,,18.46,0.710,1.270,3.252
2005/04/5,1.27,,,18.46,0.696,0.000,3.252
2005/04/6,0,,,18.46,0.685,0.508,3.252
2005/04/7,0.508,,,18.46,0.674,0.254,3.252
2005/04/8,0.254,,,18.46,0.672,1.778,3.252
2005/04/9,1.778,,,18.46,0.673,2.286,3.252
2005/04/10,2.286,,,18.46,1.777,14.220,3.252
2005/04/11,14.22,,,18.46,7.349,28.440,3.252
2005/04/12,28.44,,,18.46,0.758,0.000,3.252
2005/04/13,0,,,18.46,3.412,13.970,3.252
2005/04/14,13.97,,,18.46,0.791,0.000,3.252
2005/04/15,0,,,18.46,0.775,0.000,3.252
2005/04/16,0,,,18.46,0.802,5.588,3.252
2005/04/17,5.588,,,18.46,0.826,5.334,3.252
2005/04/18,5.334,,,18.46,0.832,3.048,3.252
2005/04/19,3.048,,,18.46,0.869,7.620,3.252
2005/04/20,7.62,,,18.46,0.852,0.000,3.252
2005/04/21,0,,,18.46,1.667,11.930,3.252
2005/04/22,11.93,,,18.46,4.619,19.040,3.252
2005/04/23,19.04,,,18.46,4.144,15.310,3.252
2005/04/24,15.31,,,18.46,1.375,8.052,3.252
2005/04/25,8.052,,,18.46,1.017,0.254,3.252
2005/04/26,0.254,,,18.46,9.962,29.710,3.252
2005/04/27,29.71,,,18.46,1.260,6.858,3.252
2005/04/28,6.858,,,18.46,2.282,9.144,3.252
2005/04/29,9.144,,,18.46,4.758,14.470,3.252
2005/04/30,14.47,,,18.46,1.164,0.000,3.252
2005/05/1,0,,,18.46,13.975,35.810,3.252
2005/05/2,35.81,,,18.46,1.235,5.080,3.252
2005/05/3,5.08,,,18.46,1.216,0.508,3.252
2005/05/4,0.508,,,18.46,1.194,0.254,3.252
2005/05/5,0.254,,,18.46,1.213,4.826,3.252
2005/05/6,4.826,,,18.46,1.195,0.762,3.252
2005/05/7,0.762,,,18.46,7.603,23.870,3.252
2005/05/8,23.87,,,18.46,1.251,4.318,3.252
2005/05/9,4.318,,,18.46,1.228,0.254,3.252
2005/05/10,0.254,,,18.46,1.204,0.000,3.252
2005/05/11,0,,,18.46,1.180,0.000,3.252
2005/05/12,0,,,18.46,1.218,8.636,3.252
2005/05/13,8.636,,,18.46,31.776,76.700,3.252
2005/05/14,76.7,,,18.46,8.214,16.820,3.252
2005/05/15,16.82,,,18.46,6.277,14.160,3.252
2005/05/16,14.16,,,18.46,10.156,21.590,3.252
2005/05/17,21.59,,,18.46,12.370,25.630,3.252
2005/05/18,25.63,,,18.46,5.324,12.710,3.252
2005/05/19,12.71,,,18.46,1.418,0.000,3.252
2005/05/20,0,,,18.46,1.389,0.000,3.252
2005/05/21,0,,,18.46,5.266,14.980,3.252
2005/05/22,14.98,,,18.46,1.402,0.508,3.252
2005/05/23,0.508,,,18.46,1.374,0.000,3.252
2005/05/24,0,,,18.46,10.025,28.190,3.252
2005/05/25,28.19,,,18.46,1.400,1.778,3.252
2005/05/26,1.778,,,18.46,1.372,0.000,3.252
2005/05/27,0,,,18.46,1.345,0.000,3.252
2005/05/28,0,,,18.46,1.318,0.000,3.252
2005/05/29,0,,,18.46,1.313,2.794,3.252
2005/05/30,2.794,,,18.46,5.779,21.330,3.252
2005/05/31,21.33,,,18.46,1.324,0.000,3.252
2005/06/1,0,,,18.46,1.301,0.508,3.252
2005/06/2,0.508,,,18.46,1.294,2.540,3.252
2005/06/3,2.54,,,18.46,1.288,2.794,3.252
2005/06/4,2.794,,,18.46,13.063,44.200,3.252
2005/06/5,44.2,,,18.46,9.216,21.070,3.252
2005/06/6,21.07,,,18.46,8.489,19.300,3.252
2005/06/7,19.3,,,18.46,1.376,0.254,3.252
2005/06/8,0.254,,,18.46,1.354,0.508,3.252
2005/06/9,0.508,,,18.46,1.331,0.508,3.252
2005/06/10,0.508,,,18.46,1.360,6.350,3.252
2005/06/11,6.35,,,18.46,1.346,1.524,3.252
2005/06/12,1.524,,,18.46,1.319,0.000,3.252
2005/06/13,0,,,18.46,1.293,0.000,3.252
2005/06/14,0,,,18.46,1.292,3.556,3.252
2005/06/15,3.556,,,18.46,1.266,0.000,3.252
2005/06/16,0,,,18.46,1.241,0.000,3.252
2005/06/17,0,,,18.46,1.216,0.000,3.252
2005/06/18,0,,,18.46,1.191,0.000,3.252
2005/06/19,0,,,18.46,1.170,0.508,3.252
2005/06/20,0.508,,,18.46,1.148,0.254,3.252
2005/06/21,0.254,,,18.46,1.184,13.710,3.252
2005/06/22,13.71,,,18.46,1.161,0.254,3.252
2005/06/23,0.254,,,18.46,1.165,5.334,3.252
2005/06/24,5.334,,,18.46,1.141,0.000,3.252
2005/06/25,0,,,18.46,1.119,0.000,3.252
2005/06/26,0,,,18.46,1.096,0.000,3.252
2005/06/27,0,,,18.46,1.075,0.254,3.252
2005/06/28,0.254,,,18.46,3.172,28.690,3.252
2005/06/29,28.69,,,18.46,1.158,9.590,3.252
2005/06/30,9.59,,,18.46,1.139,0.500,3.252
2005/07/1,0.5,,,18.46,1.117,0.250,3.252
2005/07/2,0.25,,,18.46,1.157,10.350,3.252
2005/07/3,10.35,,,18.46,1.139,0.760,3.252
2005/07/4,0.76,,,18.46,8.753,35.470,3.252
2005/07/5,35.47,,,18.46,4.605,14.380,3.252
2005/07/6,14.38,,,18.46,1.529,7.400,3.252
2005/07/7,7.4,,,18.46,1.236,0.000,3.252
2005/07/8,0,,,18.46,1.648,8.380,3.252
2005/07/9,8.38,,,18.46,1.996,9.130,3.252
2005/07/10,9.13,,,18.46,1.288,0.000,3.252
2005/07/11,0,,,18.46,2.767,11.680,3.252
2005/07/12,11.68,,,18.46,14.254,38.860,3.252
2005/07/13,38.86,,,18.46,1.370,3.040,3.252
2005/07/14,3.04,,,18.46,3.549,10.660,3.252
2005/07/15,10.66,,,18.46,1.389,1.010,3.252
2005/07/16,1.01,,,18.46,1.408,5.080,3.252
2005/07/17,5.08,,,18.46,1.421,4.570,3.252
2005/07/18,4.57,,,18.46,1.429,4.310,3.252
2005/07/19,4.31,,,18.46,1.401,0.000,3.252
2005/07/20,0,,,18.46,1.373,0.000,3.252
2005/07/21,0,,,18.46,1.345,0.000,3.252
2005/07/22,0,,,18.46,1.318,0.000,3.252
2005/07/23,0,,,18.46,1.292,0.000,3.252
2005/07/24,0,,,18.46,1.266,0.000,3.252
2005/07/25,0,,,18.46,1.241,0.000,3.252
2005/07/26,0,,,18.46,1.216,0.000,3.252
2005/07/27,0,,,18.46,1.192,0.000,3.252
2005/07/28,0,,,18.46,1.168,0.000,3.252
2005/07/29,0,,,18.46,1.144,0.000,3.252
2005/07/30,0,,,18.46,1.122,0.000,3.252
2005/07/31,0,,,18.46,1.122,7.112,3.252
2005/08/1,7.112,,,18.46,1.155,15.240,3.252
2005/08/2,15.24,,,18.46,1.132,0.000,3.252
2005/08/3,0,,,18.46,1.109,0.000,3.252
2005/08/4,0,,,18.46,1.087,0.000,3.252
2005/08/5,0,,,18.46,1.065,0.000,3.252
2005/08/6,0,,,18.46,1.044,0.000,3.252
2005/08/7,0,,,18.46,1.031,2.398,3.252
2005/08/8,2.398,,,18.46,1.019,2.682,3.252
2005/08/9,2.682,,,18.46,0.999,0.254,3.252
2005/08/10,0.254,,,18.46,0.979,0.000,3.252
2005/08/11,0,,,18.46,0.960,0.000,3.252
2005/08/12,0,,,18.46,0.998,23.620,3.252
2005/08/13,23.62,,,18.46,1.000,4.775,3.252
2005/08/14,4.775,,,18.46,5.320,31.630,3.252
2005/08/15,31.63,,,18.46,4.169,16.170,3.252
2005/08/16,16.17,,,18.46,3.521,13.200,3.252
2005/08/17,13.2,,,18.46,1.118,1.202,3.252
2005/08/18,1.202,,,18.46,3.549,13.530,3.252
2005/08/19,13.53,,,18.46,1.137,0.000,3.252
2005/08/20,0,,,18.46,2.472,11.170,3.252
2005/08/21,11.17,,,18.46,5.303,17.520,3.252
2005/08/22,17.52,,,18.46,1.207,1.270,3.252
2005/08/23,1.27,,,18.46,1.195,1.524,3.252
2005/08/24,1.524,,,18.46,1.206,4.318,3.252
2005/08/25,4.318,,,18.46,1.182,0.000,3.252
2005/08/26,0,,,18.46,1.158,0.000,3.252
2005/08/27,0,,,18.46,1.140,0.762,3.252
2005/08/28,0.762,,,18.46,1.119,0.254,3.252
2005/08/29,0.254,,,18.46,1.110,2.286,3.252
2005/08/30,2.286,,,18.46,1.089,0.254,3.252
2005/08/31,0.254,,,18.46,1.115,9.144,3.252
2005/09/1,9.144,,,18.46,1.125,5.842,3.252
2005/09/2,5.842,,,18.46,3.158,18.030,3.252
2005/09/3,18.03,,,18.46,1.146,0.254,3.252
2005/09/4,0.254,,,18.46,1.133,1.524,3.252
2005/09/5,1.524,,,18.46,1.143,5.179,3.252
2005/09/6,5.179,,,18.46,1.181,9.807,3.252
2005/09/7,9.807,,,18.46,1.157,0.000,3.252
2005/09/8,0,,,18.46,1.134,0.000,3.252
2005/09/9,0,,,18.46,1.111,0.000,3.252
2005/09/10,0,,,18.46,1.091,0.254,3.252
2005/09/11,0.254,,,18.46,1.069,0.000,3.252
2005/09/12,0,,,18.46,1.047,0.000,3.252
2005/09/13,0,,,18.46,1.026,0.000,3.252
2005/09/14,0,,,18.46,6.050,42.670,3.252
2005/09/15,42.67,,,18.46,1.049,0.000,3.252
2005/09/16,0,,,18.46,1.028,0.000,3.252
2005/09/17,0,,,18.46,1.007,0.000,3.252
2005/09/18,0,,,18.46,0.987,0.000,3.252
2005/09/19,0,,,18.46,0.989,3.302,3.252
2005/09/20,3.302,,,18.46,0.977,1.270,3.252
2005/09/21,1.27,,,18.46,0.999,7.112,3.252
2005/09/22,7.112,,,18.46,1.017,6.350,3.252
2005/09/23,6.35,,,18.46,1.027,4.826,3.252
2005/09/24,4.826,,,18.46,1.022,2.540,3.252
2005/09/25,2.54,,,18.46,1.692,12.950,3.252
2005/09/26,12.95,,,18.46,6.330,25.180,3.252
2005/09/27,25.18,,,18.46,2.238,10.120,3.252
2005/09/28,10.12,,,18.46,1.801,8.890,3.252
2005/09/29,8.89,,,18.46,1.210,4.811,3.252
2005/09/30,4.811,,,18.46,1.193,0.777,3.252
2005/10/1,0.777,,,18.46,1.183,1.778,3.252
2005/10/2,1.778,,,18.46,1.209,6.777,3.252
2005/10/3,6.777,,,18.46,2.291,11.510,3.252
2005/10/4,11.51,,,18.46,1.224,0.000,3.252
2005/10/5,0,,,18.46,1.216,2.286,3.252
2005/10/6,2.286,,,18.46,1.991,11.430,3.252
2005/10/7,11.43,,,18.46,1.231,0.000,3.252
2005/10/8,0,,,18.46,9.648,33.780,3.252
2005/10/9,33.78,,,18.46,7.949,20.820,3.252
2005/10/10,20.82,,,18.46,1.286,0.254,3.252
2005/10/11,0.254,,,18.46,1.261,0.000,3.252
2005/10/12,0,,,18.46,1.257,2.540,3.252
2005/10/13,2.54,,,18.46,3.335,12.700,3.252
2005/10/14,12.7,,,18.46,2.381,9.906,3.252
2005/10/15,9.906,,,18.46,2.343,9.652,3.252
2005/10/16,9.652,,,18.46,1.399,6.096,3.252
2005/10/17,6.096,,,18.46,1.381,1.270,3.252
2005/10/18,1.27,,,18.46,4.708,16.250,3.252
2005/10/19,16.25,,,18.46,4.952,15.490,3.252
2005/10/20,15.49,,,18.46,1.430,0.508,3.252
2005/10/21,0.508,,,18.46,9.173,25.650,3.252
2005/10/22,25.65,,,18.46,1.486,5.080,3.252
2005/10/23,5.08,,,18.46,7.080,18.790,3.252
2005/10/24,18.79,,,18.46,11.288,26.410,3.252
2005/10/25,26.41,,,18.46,12.678,27.170,3.252
2005/10/26,27.17,,,18.46,1.606,4.572,3.252
2005/10/27,4.572,,,18.46,15.032,32.000,3.252
